,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
441,2831983,CC1=CC(=C(C=C1)OC)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive
442,135517016,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)N/N=C/C3=C(C4=CC=CC=C4S3)O,Inactive
443,7181,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
444,135490325,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Inactive
445,225906,C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C(C2=O)C(=O)O,Inactive
446,3984988,CC1=CC=CC2=NC(=CN12)CSC3=NN=C(S3)NC4=CC=C(C=C4)OC,Inactive
447,135512352,CC1=CC(=O)NC(=N1)N=N/C(=N/NC2=CC=C(C=C2)OC)/C3=CC=CC=C3,Inactive
448,392789,CC(=NNC1=NC2=CC=CC=C2O1)C3=CC4=CC=CC=C4C=N3,Inactive
449,6404647,C1CCC(CC1)NC2=C(N=NC(=N2)C3=CC=CC=N3)C4=CC=CC=C4,Inactive
450,7207435,CC(=O)C1=CC(=CC=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3,Inactive
451,135476824,COC1=CC=CC(=C1O)/C=N/NC2=C3C(=CSC3=NC=N2)C4=CC=CC=C4,Inactive
452,135418715,C1CCC(CC1)C(=O)NC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C=C(C=C3)O)O,Inactive
453,3532976,C1=CC(=CN=C1)C(=O)OC2=C(C=C(C=C2Br)[N+](=O)[O-])Br,Inactive
454,644951,COC1=CC=C(C=C1)C2=NC3=NC=NN3C(=C2)N4CCCC4,Inactive
455,135505315,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC(=O)CCSC3=NC4=CC=CC=C4S3)O,Inactive
456,2871851,CC(=O)NC(C1=CC=C(C=C1)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive
457,16292388,C1COC2=C(C=C(C=C2)NC(=O)CN3C=NC4=CC=CC=C43)OC1,Inactive
458,44460172,CCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Br,Inactive
459,2920571,CCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
460,2920402,CC1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)Cl)NC(=O)C,Inactive
461,21013,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,Inactive
462,2608748,CC1=C(C=CC(=C1)NC(=O)CN2C(=NC3=CC=CC=C3C2=O)C)Br,Inactive
463,2966178,C1=CC=NC(=C1)NC(C2=CN=CC=C2)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive
464,1836620,C1=CC=C(C=C1)C2=NOC(=C2)CSC3=NC4=CC=CC=C4N3,Inactive
465,9562940,C1=CC=NC(=C1)/C=N/NC(=S)NC2=CC=CC(=C2)C(=O)O,Inactive
466,3990384,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC3=CN4C=CC=CC4=N3,Inactive
467,1487353,C1=CC(=CC(=C1)C(F)(F)F)C2=NC3=C(C=C(C=C3)Br)C(=O)N2O,Inactive
468,2104451,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=NN=C(O2)C3=CC=CS3,Inactive
469,49778873,CC1=CC=C(C=C1)C2=CN=C(N2)C(C3=CC(=CC(=C3)Cl)Cl)O,Inactive
470,659661,CC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,Inactive
471,135510946,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC4=CC=CC=C4C(=O)N3O)O,Inactive
472,80481,C1CCC(CC1)C2=C(C=CC(=C2)[N+](=O)[O-])O,Inactive
473,976141,C1=CC(=O)C(=C2C1=CC3=C(O2)NC4=C3C=C(C=C4)Br)O,Inactive
474,2876959,CC(C)C(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CO3,Inactive
475,93149,CC1=C2C=CC3=C(C2=NC=C1)N=CC=C3,Inactive
476,81403,C1=CC=C(C=C1)CC2=C3C=CC=NC3=C(C=C2)O,Inactive
477,1641241,COC1=CC=CC(=C1)/C=C/2\C(=O)N(C(=S)S2)CC(=O)NNC(=O)C3=CC=CC=C3O,Inactive
478,135473369,COC1=CC=CC(=C1O)/C=N/NC2=NC=C(C=C2)[N+](=O)[O-],Inactive
479,5187118,C1CCN(C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)C4=CC=CC=C4Cl,Inactive
480,12004724,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-],Inactive
481,2828945,C1=COC(=C1)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)Cl,Inactive
482,16745861,CCCNC(=O)C1=CC2=C(C=C1)C(=O)C(=C(N2)C3=CC(=CC=C3)Br)O,Inactive
483,135490280,CCN(CC)C1=CC(=C(C=C1)/C=N/NC2=NC3=CC=CC=C3N2)O,Inactive
484,3136126,CCCCC(=O)NC(C1=CC=C(C=C1)C(C)C)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive
485,1091512,COC1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C4=CC=CO4,Inactive
486,2998355,C1=CC=C2C(=C1)N=C(S2)NC(C3=C(C4=C(C=CC=N4)C=C3)O)C5=CC=CO5,Inactive
487,44460175,CC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)Br,Inactive
488,3570131,C1=CC(=CC(=C1)O)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=NC=CS4,Inactive
489,332348,CCOC1=CC=CC(=C1O)C=NNC(=O)C(=O)NC2=CC=CC(=C2)C(F)(F)F,Inactive
490,2922086,CC(=O)NC(C1=CC=C(C=C1)OC)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
491,2922130,CCN(CC)C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C(C)C,Inactive
492,3005742,C1=CC=NC(=C1)CNC(=S)NN=CC2=CC=CC=N2,Inactive
493,135433226,C1=CC2=C3C(=C1)C(=O)N(C3=CC=C2)CC4=CC=C(C=C4)C(=O)N/N=C/C5=C(C=C(C=C5)O)O,Inactive
494,2998107,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC3=CN4C=CSC4=N3,Inactive
495,5856349,COC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC(=O)NNC(=O)C3=CC=CC=C3O)OC,Inactive
496,9662480,CC1=C(SC(=N1)N/N=C/C2=CC=CC=N2)C,Inactive
497,10662,C1=CC(=C(C=C1Br)C(=O)C(=O)C2=C(C=CC(=C2)Br)O)O,Inactive
498,16409834,CN1C(=NN=N1)N=N/C(=N/NC2=CC=CC=C2)/C3=CC=CC=C3,Inactive
499,135455146,CCOC1=CC=CC(=C1O)/C=N/NC(=O)C2=CC(=NN2)C3=CC=CN3C,Inactive
500,21966304,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.O.Cl,Inactive
501,1487451,C1=CC=C(C=C1)C2=C(C(=O)N(C=C2)CC3=CC(=CC=C3)Cl)C#N,Inactive
502,3138753,CCCCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
503,135404087,C1=CC(=CC(=C1)Br)C(=O)N/N=C/C2=C3C=CC=NC3=C(C=C2)O,Inactive
504,2921752,CCC(=O)NC(C1=CC(=C(C=C1)OC)OC)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
505,4137008,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)C4=CC=C(C=C4)Br)O,Inactive
506,24746846,CC(C)(C)SC1=NSC(=N1)NC(=O)NC2=CC(=CC=C2)OC,Inactive
507,219566,CC1=CC(=NC=C1)NC(C2=CC=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Inactive
508,71446,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C.Cl,Inactive
509,49792449,CC1=CC=C(C=C1)C2=CN=C(N2)C(C3=CC(=CC(=C3)C)C)O,Inactive
510,1213598,COC1=CC(=CC=C1)OCC(=O)NNC(=O)C2=C(C3=CC=CC=C3C=C2)O,Inactive
511,3129247,CCCCC(=O)NC(C1=CC=C(C=C1)N(C)C)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive
512,135401294,CC1=CC(=C(C=C1)C(C)C)OCC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C(=CC=C3)O)O,Inactive
513,135497975,C1CC2=CC(=C(C3=C2N(C1)CCC3)O)/C=N/NC(=O)C4=CC=CC=C4O,Inactive
514,3094956,CC1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=CO2,Inactive
515,4183195,CCOC(=O)C1=CC=C(C=C1)C2=CC=C(O2)C3NC4=CC=CC=C4C(=O)N3O,Inactive
516,3005038,CC(=NNC(=S)NC1=CC=CC=C1Cl)C2=CC=CC=N2,Inactive
517,3604468,C1CN(CCN1CC2=C3C=CC=NC3=C(C=C2)O)S(=O)(=O)C4=CC=C(C=C4)Cl,Inactive
518,2927953,C1=CC=C(C=C1)CCC(=O)NC(C2=CC=CS2)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive
519,4857147,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)COC(=O)C3=CC=C(O3)[N+](=O)[O-],Inactive
520,3138363,C1=CC=C(C(=C1)C(=O)NC(=S)NNC(=O)C2=CC=CC=C2O)[N+](=O)[O-],Inactive
521,4786896,C1CCC(C1)CCC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O,Inactive
522,16745873,CCCNC(=O)C1=CC2=C(C=C1)C(=O)C(=C(N2)C3=CC(=C(C=C3)Cl)[N+](=O)[O-])O,Inactive
523,11957158,CCCCCOC1=C(C=C(C=C1)CSC(=N)N)[N+](=O)[O-].Cl,Inactive
524,24818774,COC1=CC=CC=C1NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O,Inactive
525,2973,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,Inactive
526,135439847,COC1=CC=C(C=C1)CN2C(=C(C3=CC=CC=C3C2=O)/C=N/NC(=O)C4=CN=CC=C4)O,Inactive
527,135479086,C1COC2=C(O1)C=CC(=C2)N=NC3=C4C(=C(C=C3)O)C=CC=N4,Inactive
528,49790985,COC1=CC=CC(=C1)C(C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)O,Inactive
529,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive
530,2347323,C1COCCN1C2=CC=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4N3,Inactive
531,44142342,CCC(=O)NC(C1=CC(=C2C=CC=NC2=C1O)Cl)C(C)C,Inactive
532,1231901,C1=CC=C(C=C1)CNC(=S)NC2=CC=C(C=C2)SC(F)(F)F,Inactive
533,24818643,CC1=CC(=C(C=C1)C)NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O,Inactive
534,135412108,CC1=CC(=O)NC(=N1)N/N=C/C2=CC=CC=N2,Inactive
535,135516999,COC1=CC=CC(=C1O)/C=N/NC2=C(C=C(C=N2)C(F)(F)F)Cl,Inactive
536,62881,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,Inactive
537,243459,C1=CC=C(C(=C1)C=NNC(=O)C(=O)NN=CC2=CC=CC=C2O)O,Inactive
538,1181212,CC(=O)OC1=C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)OC,Inactive
539,128599,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)O)O)O)O,Inactive
540,7207303,C1=CC=C(C=C1)CSC2=NN=C(C=C2)C3=CC=CC=N3,Inactive
541,9591327,C/C(=N\NC(=O)C1=CC=CC=C1O)/CC(=O)NC2=CC=CC=N2,Inactive
542,2730609,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC3=C(C=C(C=C3)Cl)C,Inactive
543,135628898,C1=CC=NC(=C1)/C=N/N=C/2\NC(=O)C(S2)CC(=O)O,Inactive
544,1320694,CC(C)CCNC(=S)NC1=CC=C(C=C1)Br,Inactive
545,46942919,C1=CC2=NC=CN2C(=C1)C3=CSC=C3,Inactive
546,135460436,CC1=NC2=C(N1)C=C(C=C2)C(=O)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,Inactive
547,44142081,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)C4=CC=C(C=C4)C(F)(F)F)O,Inactive
548,2957053,CC1=C(C=CC(=C1)OC(F)F)NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive
549,254340,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=CS3)O,Inactive
550,5048960,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-])O,Inactive
551,6023694,C1=CC=C2C(=C1)/C(=N/S(=O)(=O)C3=CC=C(C=C3)C(=O)O)/C=C(C2=O)NC4=CC=CC=C4F,Inactive
552,135521591,COCCN=C1N(C(=CS1)C2=CC=CS2)/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive
553,826184,CC(C)OC1=CC=C(C=C1)CC2=CN=C(N=C2N)N,Inactive
554,53383535,CC1=NC2=C(C=C1)C=CC(=C2O)C(C3=CC=CC=C3)NC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive
555,886163,CCNC(=S)NC1=CC(=C(C=C1)Cl)C(F)(F)F,Inactive
556,1471085,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3Cl)Cl)C(=O)N2O,Inactive
557,54683802,CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NCCC3=CC(=C(C=C3)OC)OC)O,Inactive
558,135460539,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive
559,570353,C1=CC=C(C=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-],Inactive
560,3094959,C1=COC(=C1)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC(=C(C=C2)Cl)Cl,Inactive
561,2562920,COC1=CC2=C(C=C1)N=C(S2)NC(=O)CCNC(=O)C3=CC=CO3,Inactive
562,20900476,C1=CC=C(C=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3,Inactive
563,42601075,CCOC(=O)[C@@H]1[C@H]2COC3=C([C@H]2N4[C@@]1(C(=O)N(C4=O)C5=CC=C(C=C5)C(F)(F)F)C)C=CC(=C3)OC,Inactive
564,4432459,COC1=CC=CC(=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive
565,3244122,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=C(C=C(C=C3)Cl)Cl)O,Inactive
566,135650671,C1=CC=C(C=C1)NCC2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=C(C=CC(=C4)Br)O,Inactive
567,135420009,COC1=CC=CC=C1NCC(=O)N/N=C/C2=CC=CC(=C2O)CC=C,Inactive
568,135521496,C1CSC(=N1)SCC2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=C(C=CC(=C4)Br)O,Inactive
569,739795,CC(C)COC1=CC=C(C=C1)CC2=CN=C(N=C2N)N,Inactive
570,3637814,C1=CC=C2C(=C1)N=CN2CC(=O)NC3=CC=C(C=C3)SC(F)F,Inactive
571,2887361,CC(=O)C1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=CO2,Inactive
572,18109111,CC1=C(OC2=C1C=C(C=C2)Br)C(=O)NNC(=O)C3=CC=CC=C3O,Inactive
573,135420208,C1=CC=C(C(=C1)NC(=O)C(=O)N/N=C/C2=C(C=CC(=C2)Cl)O)OC(C(F)F)(F)F,Inactive
574,3384730,CCN1CCN(CC1)C(C2=CC=C(C=C2)C(F)(F)F)C3=C(C4=C(C=CC=N4)C=C3)O,Inactive
575,1256576,COC1=CC=CC=C1N2C(=O)C3=C(C=CC(=C3)Cl)OC2=O,Inactive
576,23704906,C1=CC=C(C=C1)C2=CC(=O)N(C(=C2)C3=CC=CC=C3)[O-].[Na+],Inactive
577,805519,C1=CC=C(C=C1)N2C=C(C=N2)CC(=O)C3=C(C(=C(C=C3)O)O)O,Inactive
578,135403797,C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O,Inactive
579,16330239,CN(C1=CC=C(C=C1)OC)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NNC(=O)C3=CC=CC=C3O,Inactive
580,6182725,CC(C)COC(=O)C1=CC=C(C=C1)OCC2=C(C=CC(=C2)/C=N\NC(=O)C3=CC(=C(C(=C3)O)O)O)OC,Inactive
581,135517114,CC1=CC(=NN1CC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C=C(C=C3)O)O)[N+](=O)[O-],Inactive
582,881003,CC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)C3=CC=NC=C3,Inactive
583,1135796,CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(N2)C=CC=N3,Inactive
584,970335,C1=CC=C(C(=C1)CNC(=S)NC2=CC=CC(=C2)C(F)(F)F)F,Inactive
585,4538652,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Cl)C(=O)N2O,Inactive
586,7502931,COC1=CC(=CC(=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3)OC,Inactive
587,24818777,C1=CC=C2C=C(C(=CC2=C1)C(=O)NNC(=O)NC3=CC=CC=C3F)O,Inactive
588,2921493,CC(=O)NC(C1=CC=CC=C1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
589,971803,C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)OC(F)F)C(F)(F)F,Inactive
590,878836,C1=CC(=CC(=C1)NC(=S)NCC2=CC=C(C=C2)Cl)C(F)(F)F,Inactive
591,24819542,C1=CC=C2C=C(C(=CC2=C1)C(=O)NNC(=O)NC3=CC=C(C=C3)Br)O,Inactive
592,3005295,C1=CC=C(C=C1)C(=NNC(=S)N(CC2=CC=CC=N2)CC3=CC=CC=N3)C4=CC=CC=N4,Inactive
593,971445,C1=CC=C(C(=C1)NC(=S)NC2=CC(=C(C=C2)F)Cl)OC(F)F,Inactive
594,7329,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,Inactive
595,2140576,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=C2C=CC=N3)O)Cl,Inactive
596,659822,CCC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,Inactive
597,443953,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,Inactive
598,738401,CC1=NC2=CC=CC=C2C(=C1)NC3=CC=CC=C3Cl,Inactive
599,2349771,C1CCC(CC1)NC(=S)NC2=CC=C(C=C2)C(F)(F)F,Inactive
600,24980568,CC(C)(C)C1=CC=C(C=C1)OCCCC(=O)NNC(=O)C2=CC=CC=C2O,Inactive
601,2954345,C1=CC(=CC=C1CCNC(=S)NC2=CC=C(C=C2)[N+](=O)[O-])Cl,Inactive
602,3728472,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)[N+](=O)[O-],Inactive
603,1096545,CC1=C(C=C(C=C1)C2=CN=C(N2C)NCC3=CC4=C(C=C3[N+](=O)[O-])OCO4)C,Inactive
604,978194,COC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC(=C(C=C2)F)Cl,Inactive
605,4054926,C1=CC(=CC(=C1)NC(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O)C(F)(F)F,Inactive
606,3590942,C1=CC=C(C(=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=NC=CS4)O,Inactive
607,3386722,CN1CCN(CC1)C(C2=CC=C(C=C2)C(F)(F)F)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive
608,376353,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-])Cl,Inactive
609,1825238,CCNC(=S)NNC(=S)NCC1=CC=CC=C1,Inactive
610,24982827,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=C(C=CC(=C3)C(=O)NNC(=O)C4=CC=CC=C4O)Cl,Inactive
611,24819049,CCC1=CC=C(C=C1)NC(=O)NNC(=O)C2=C(C3=CC=CC=C3C=C2)O,Inactive
612,5691857,COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3N=C2SCC4=CC(=O)OC5=CC(=C(C=C45)O)O,Inactive
613,135517175,CCOC(=O)C1=C(NC(=C1C)C(=O)N/N=C\C2=CC=CC=C2O)C,Inactive
614,135484279,CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=O)C2=C(N(N=N2)C3=NON=C3N)C(C)C)O,Inactive
615,3528812,CC1=CC2=C(C=C1C)NC(=O)C(=C2)CCNC(=O)C3=CC=CS3,Inactive
616,54687283,C=CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NCCC3=CC=CC=C3)O,Inactive
617,24819048,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)NNC(=O)NC3=CC=C(C=C3)F,Inactive
618,6301,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,Inactive
619,1652555,C1=CC(=C(C=C1O)O)C(=O)NNC(=O)C2=CC3=C(C=CC(=C3)Br)OC2=O,Inactive
620,49792542,CC1=CC(=CC(=C1)C(C2=NC=C(N2)C3=CC(=CC=C3)OC)O)C,Inactive
621,135401277,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C/C2=C(C(=C(C=C2)O)O)O,Inactive
622,266468,C1=CC(=CC(=C1)F)NC(=O)NC2=CC(=CC=C2)Cl,Inactive
623,135521588,CN=C1N(C(=CS1)C2=CC=CS2)/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive
624,4552226,C1=CC(=CC=C1NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)S(=O)(=O)N,Inactive
625,6683,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O,Inactive
626,4007391,C1COC2=C(O1)C=CC(=C2)N=NC3=C4C=CC=NC4=C(C=C3)O,Inactive
627,136141415,CC1=C(C(NC(=NCC2=CC=CC=C2)N1CC3=CC=CC=C3C(F)(F)F)C4=CC=C(C=C4)C(F)(F)F)C(=O)OC,Inactive
628,18109108,CC1=C(OC2=CC=CC=C12)C(=O)NNC(=O)C3=CC=CC=C3O,Inactive
629,24818770,COC1=CC=CC=C1NC(=O)NNC(=O)C2=C(C3=CC=CC=C3C=C2)O,Inactive
630,2092674,CC1=CC=C(C=C1)NC(=O)CCCSC2=NC3=CC=CC=C3N2,Inactive
631,5689963,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)SCC3=CC(=O)OC4=CC(=C(C=C34)O)O,Inactive
632,1632077,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC3=CC=C(C=C3)F,Inactive
633,3144995,C1=CC=C(C=C1)CN2C(=NN=C2SCC(=O)NNC(=O)C3=CC=CC=C3O)C4=CC=CC=C4O,Inactive
634,728868,C1=CSC(=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)Cl)O,Inactive
635,2333112,C1=CC=C(C=C1)CNC(=S)NC2=CC=C(C=C2)C(F)(F)F,Inactive
636,135517031,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)CCC(=O)NC2=CC=C(C=C2)F)O,Inactive
637,135517060,C1=CC=C2C(=C1)C=CC=C2C(=O)N/N=C/C3=C(C4=CC=CC=C4S3)O,Inactive
638,135419650,COC1=CC=CC(=C1O)/C=N/NC(=O)C(=O)NC2=CC=CC=C2OC(C(F)F)(F)F,Inactive
639,3244508,CCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)CN2C(=CC(=N2)C(F)(F)F)C,Inactive
640,3878766,CN1CCN(CC1)C(C2=CC=C(C=C2)C(F)(F)F)C3=C(C4=C(C=CC=N4)C=C3)O,Inactive
641,823179,C1=CC=C(C=C1)CNC(=S)NC2=CC=CC(=C2)C(F)(F)F,Inactive
642,881449,C1=CC(=CC=C1CNC(=S)NC2=CC=C(C=C2)Cl)F,Inactive
643,1381298,C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC(=O)NNC(=O)C3=CC=CC=C3O,Inactive
644,4836220,C1C(OC2=CC=CC=C2O1)CNC(=S)NC3=CC=CC(=C3)C(F)(F)F,Inactive
645,3157242,CC1=CC(=CC=C1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C4=CC=CO4,Inactive
646,3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Inactive
647,3000575,CC(=NNC(=S)NC1=CC=CC=C1)C2=CC=CC=N2,Inactive
648,135401318,C1=CC=C(C=C1)/C(=N\N=C\C2=C(C(=C(C=C2)O)O)O)/C(=O)C3=CC=CC=C3,Inactive
649,227456,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O,Inactive
650,2332818,C1=CC=C(C=C1)CNC(=S)NC2=CC=C(C=C2)SC(F)F,Inactive
651,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,Inactive
652,2188248,CN(C)C(=O)/C(=C/C1=CC=C(O1)C2=CC(=CC=C2)[N+](=O)[O-])/NC(=O)C3=CC=CC=C3,Inactive
653,44142343,CCC(=O)NC(C1CC1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
654,96015,C1=CC=C(C(=C1)C=NNC(=O)NN=CC2=CC=CC=C2O)O,Inactive
655,2829923,COC1=CC=CC=C1NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=CO2,Inactive
656,2999375,CC1=CC(=NO1)NC(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Inactive
657,16745854,CC1=CC=C(C=C1)C2=C(C(=O)C3=C(N2)C=C(C=C3)C(=O)NCCCN4C=CN=C4)O,Inactive
658,630034,C1=CC=NC(=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=CC=N4,Inactive
