Protein,Ligand,Best Run,Binding Energy (kcal/mol)
model_01_psef_protein,theaflavin,86,-10.67
model_01_psef_protein,adiporon,32,-10.67
model_01_psef_protein,rifapentine,71,-10.66
model_01_psef_protein,AZD8931,56,-10.66
model_01_psef_protein,danoprevir,49,-10.66
model_01_psef_protein,AMG458,78,-10.66
model_01_psef_protein,SQ-109,87,-10.65
model_01_psef_protein,U-18666A,59,-10.65
model_01_psef_protein,GPP-78,33,-10.65
model_01_psef_protein,terlipressin,99,-10.65
model_01_psef_protein,ELN-441958,67,-10.65
model_01_psef_protein,SLV-319-(+_-),22,-10.65
model_01_psef_protein,BMS-536924,78,-10.65
model_01_psef_protein,pimozide,61,-10.64
model_01_psef_protein,PF-8380,93,-10.64
model_01_psef_protein,AMD11070,93,-10.64
model_01_psef_protein,CFI-400945,50,-10.63
model_01_psef_protein,bazedoxifene,61,-10.63
model_01_psef_protein,SB-649868,53,-10.63
model_01_psef_protein,sotrastaurin,6,-10.63
model_01_psef_protein,GDC-0941,21,-10.63
model_01_psef_protein,YM-022,2,-10.63
model_01_psef_protein,XL041,89,-10.62
model_01_psef_protein,fluphenazine-decanoate,99,-10.62
model_01_psef_protein,lasalocid,53,-10.62
model_01_psef_protein,alpha-tochopheryl-acetate,28,-10.62
model_01_psef_protein,CZC-54252,26,-10.62
model_01_psef_protein,phortress,83,-10.62
model_01_psef_protein,lixivaptan,59,-10.62
model_01_psef_protein,selexipag,63,-10.62
model_01_psef_protein,CJ-13610,9,-10.61
model_01_psef_protein,fenticonazole,99,-10.61
model_01_psef_protein,cefditoren-pivoxil,100,-10.61
model_01_psef_protein,AP26113,53,-10.61
model_01_psef_protein,sisomicin-sulfate,48,-10.61
model_01_psef_protein,VU0364739,80,-10.61
model_01_psef_protein,vecabrutinib,95,-10.61
model_01_psef_protein,GSK650394,8,-10.6
model_01_psef_protein,YM-244769,24,-10.6
model_01_psef_protein,UAMC-00039,51,-10.6
model_01_psef_protein,osimertinib,88,-10.6
model_01_psef_protein,PF-06273340,65,-10.6
model_01_psef_protein,cobimetinib,55,-10.59
model_01_psef_protein,cephalomannine,17,-10.59
model_01_psef_protein,BEBT-908,37,-10.59
model_01_psef_protein,deserpidine,45,-10.59
model_01_psef_protein,fluspirilene,61,-10.59
model_01_psef_protein,dacomitinib,46,-10.59
model_01_psef_protein,dabigatran-etexilate,61,-10.59
model_01_psef_protein,fimasartan,47,-10.59
model_01_psef_protein,SNX-2112,22,-10.59
model_01_psef_protein,diosmin,91,-10.58
model_01_psef_protein,ursodeoxycholyltaurine,1,-10.58
model_01_psef_protein,EMD-66684,97,-10.58
model_01_psef_protein,GW-627368,72,-10.58
model_01_psef_protein,reversan,73,-10.58
model_01_psef_protein,MPI-0479605,90,-10.57
model_01_psef_protein,RGB-286638,73,-10.57
model_01_psef_protein,dibekacin,11,-10.57
model_01_psef_protein,TC-F-2,100,-10.57
model_01_psef_protein,domperidone,72,-10.57
model_01_psef_protein,AZ-628,57,-10.57
model_01_psef_protein,CB-839,67,-10.56
model_01_psef_protein,AEE788,12,-10.56
model_01_psef_protein,irbesartan,59,-10.56
model_01_psef_protein,bisindolylmaleimide-IX,41,-10.56
model_01_psef_protein,DCC-2618,17,-10.56
model_01_psef_protein,UNC0642,86,-10.56
model_01_psef_protein,ergocalciferol,27,-10.56
model_01_psef_protein,vanoxerine,64,-10.55
model_01_psef_protein,tropesin,71,-10.55
model_01_psef_protein,beta-hydroxy-beta-methylbutyrate,10,-10.55
model_01_psef_protein,colistin,14,-10.55
model_01_psef_protein,C188-9,69,-10.55
model_01_psef_protein,GSK1838705A,32,-10.55
model_01_psef_protein,cisatracurium,49,-10.55
model_01_psef_protein,lotamilast,88,-10.54
model_01_psef_protein,NVP-BHG712,11,-10.54
model_01_psef_protein,CT-7758,81,-10.54
model_01_psef_protein,AMG-176,6,-10.54
model_01_psef_protein,pipotiazine,59,-10.54
model_01_psef_protein,PRT062607,10,-10.54
model_01_psef_protein,ciclesonide,41,-10.54
model_01_psef_protein,PF-573228,62,-10.54
model_01_psef_protein,GDC-0980,14,-10.53
model_01_psef_protein,torin-1,24,-10.53
model_01_psef_protein,avacopan,12,-10.53
model_01_psef_protein,NMS-P715,66,-10.53
model_01_psef_protein,calcipotriol,63,-10.53
model_01_psef_protein,goserelin-acetate,28,-10.53
model_01_psef_protein,CNX-2006,26,-10.53
model_01_psef_protein,vorapaxar,17,-10.53
model_01_psef_protein,zaldaride,28,-10.53
model_01_psef_protein,cephalosporin-c-zn,4,-10.53
model_01_psef_protein,deslanoside,17,-10.52
model_01_psef_protein,BMS-813160,67,-10.52
model_01_psef_protein,dutasteride,75,-10.52
model_01_psef_protein,BLZ945,85,-10.52
model_01_psef_protein,BAM7,7,-10.52
model_01_psef_protein,clindamycin-palmitate,100,-10.52
model_01_psef_protein,zanubrutinib,3,-10.52
model_01_psef_protein,MDL-72832,91,-10.51
model_01_psef_protein,TMC647055,88,-10.51
model_01_psef_protein,seocalcitol,99,-10.51
model_01_psef_protein,darifenacin,23,-10.51
model_01_psef_protein,TCS-HDAC6-20b,79,-10.51
model_01_psef_protein,zuranolone,49,-10.51
model_01_psef_protein,CP-673451,36,-10.51
model_01_psef_protein,veliflapon,35,-10.51
model_01_psef_protein,exatecan-mesylate,55,-10.51
model_01_psef_protein,SGI-1027,60,-10.51
model_01_psef_protein,CNX-774,55,-10.51
model_01_psef_protein,Mps1-IN-5,56,-10.5
model_01_psef_protein,ABT-491,31,-10.5
model_01_psef_protein,valbenazine,65,-10.5
model_01_psef_protein,dasatinib,45,-10.5
model_01_psef_protein,Mps-BAY-2a,74,-10.5
model_01_psef_protein,chromanol-(+_-),35,-10.5
model_01_psef_protein,Calhex-231,31,-10.5
model_01_psef_protein,CFI-402257,86,-10.49
model_01_psef_protein,IACS-10759,58,-10.49
model_01_psef_protein,afatinib,81,-10.49
model_01_psef_protein,istaroxime,24,-10.49
model_01_psef_protein,miocamycin,87,-10.49
model_01_psef_protein,AT7867,35,-10.49
model_01_psef_protein,IOWH032,30,-10.49
model_01_psef_protein,AZD9668,1,-10.48
model_01_psef_protein,ascomycin,58,-10.48
model_01_psef_protein,sulfatinib,43,-10.48
model_01_psef_protein,mocetinostat,75,-10.48
model_01_psef_protein,bimatoprost,100,-10.48
model_01_psef_protein,acumapimod,47,-10.48
model_01_psef_protein,HC-067047,79,-10.48
model_01_psef_protein,LY223982,89,-10.47
model_01_psef_protein,MGCD-265,94,-10.47
model_01_psef_protein,CP-724714,40,-10.47
model_01_psef_protein,FIPI,99,-10.47
model_01_psef_protein,CP-547632,77,-10.47
model_01_psef_protein,PD-166285,14,-10.47
model_01_psef_protein,melanotan-ii,28,-10.47
model_01_psef_protein,KHK-IN-1,39,-10.47
model_01_psef_protein,RN-1,35,-10.47
model_01_psef_protein,prednisolone-tebutate,77,-10.47
model_01_psef_protein,GSK163090,58,-10.46
model_01_psef_protein,troglitazone,67,-10.46
model_01_psef_protein,CYM-50769,34,-10.45
model_01_psef_protein,LY411575,10,-10.45
model_01_psef_protein,BMS-986205,56,-10.45
model_01_psef_protein,cefiderocol,22,-10.45
model_01_psef_protein,PGL5001,43,-10.45
model_01_psef_protein,brigatinib,32,-10.45
model_01_psef_protein,vercirnon,4,-10.45
model_01_psef_protein,GSK2837808A,54,-10.45
model_01_psef_protein,ZM-241385,18,-10.45
model_01_psef_protein,CB-5083,91,-10.44
model_01_psef_protein,GSK3117391,72,-10.44
model_01_psef_protein,neohesperidin,55,-10.44
model_01_psef_protein,H-89,26,-10.44
model_01_psef_protein,AZD5363,96,-10.43
model_01_psef_protein,BI-847325,28,-10.43
model_01_psef_protein,demecarium,39,-10.43
model_01_psef_protein,aripiprazole,90,-10.42
model_01_psef_protein,"CP-945,598",1,-10.42
model_01_psef_protein,ceftaroline-fosamil,27,-10.42
model_01_psef_protein,belotecan,86,-10.42
model_01_psef_protein,hemin,98,-10.42
model_01_psef_protein,GSK2110183,95,-10.42
model_01_psef_protein,olaparib,8,-10.42
model_01_psef_protein,WZ-4002,8,-10.42
model_01_psef_protein,galeterone,18,-10.42
model_01_psef_protein,secalciferol,52,-10.42
model_01_psef_protein,novobiocin,81,-10.41
model_01_psef_protein,fosinopril,49,-10.41
model_01_psef_protein,PIK-294,81,-10.41
model_01_psef_protein,trametinib,41,-10.41
model_01_psef_protein,BMS-986158,61,-10.41
model_01_psef_protein,nastorazepide,5,-10.41
model_01_psef_protein,TC-G-1004,57,-10.41
model_01_psef_protein,solcitinib,58,-10.41
model_01_psef_protein,PF-02545920,23,-10.41
model_01_psef_protein,velpatasvir,20,-10.41
model_01_psef_protein,conivaptan,58,-10.4
model_01_psef_protein,BRL-15572,9,-10.4
model_01_psef_protein,TAK-593,56,-10.4
model_01_psef_protein,PF-04136309,40,-10.4
model_01_psef_protein,fantofarone,35,-10.4
model_01_psef_protein,BMY-45778,58,-10.4
model_01_psef_protein,RS-39604,95,-10.4
model_01_psef_protein,AZD1208,82,-10.4
model_01_psef_protein,ozanimod,84,-10.39
model_01_psef_protein,SGC-0946,87,-10.39
model_01_psef_protein,TC-S-7004,52,-10.39
model_01_psef_protein,cytochalasin-B,11,-10.38
model_01_psef_protein,CGK-733,23,-10.38
model_01_psef_protein,AK-7,30,-10.38
model_01_psef_protein,axitinib,17,-10.38
model_01_psef_protein,sincalide,87,-10.38
model_01_psef_protein,GSK2239633A,32,-10.38
model_01_psef_protein,GZD824,71,-10.38
model_01_psef_protein,fosamprenavir,48,-10.38
model_01_psef_protein,OICR-9429,12,-10.38
model_01_psef_protein,ABC-294640,3,-10.38
model_01_psef_protein,integrin-antagonist-1,20,-10.37
model_01_psef_protein,silibinin,32,-10.37
model_01_psef_protein,CPI-1205,9,-10.37
model_01_psef_protein,eletriptan,12,-10.36
model_01_psef_protein,gilteritinib,75,-10.36
model_01_psef_protein,AZD1283,13,-10.36
model_01_psef_protein,amiodarone,85,-10.36
model_01_psef_protein,idarubicin,76,-10.36
model_01_psef_protein,cilofexor,42,-10.36
model_01_psef_protein,vardenafil,16,-10.35
model_01_psef_protein,lanatoside-C,41,-10.35
model_01_psef_protein,dabrafenib,71,-10.35
model_01_psef_protein,E-2001,51,-10.35
model_01_psef_protein,BIX-02189,10,-10.34
model_01_psef_protein,daclatasvir,14,-10.34
model_01_psef_protein,WYE-125132,3,-10.34
model_01_psef_protein,ribociclib,86,-10.34
model_01_psef_protein,midostaurin,16,-10.34
model_01_psef_protein,XL647,90,-10.34
model_01_psef_protein,JNJ-64619178,67,-10.34
model_01_psef_protein,MK-2461,62,-10.34
model_01_psef_protein,Ro-5126766,72,-10.34
model_01_psef_protein,nemorubicin,29,-10.33
model_01_psef_protein,SUN-11602,49,-10.33
model_01_psef_protein,posaconazole,69,-10.33
model_01_psef_protein,WZ-3146,97,-10.33
model_01_psef_protein,ER-50891,55,-10.33
model_01_psef_protein,LP-533401,72,-10.33
model_01_psef_protein,SAR405838,37,-10.33
model_01_psef_protein,spiramycin,73,-10.33
model_01_psef_protein,atorvastatin,43,-10.33
model_01_psef_protein,semapimod,70,-10.33
model_01_psef_protein,EB-47,72,-10.32
model_01_psef_protein,penfluridol,47,-10.32
model_01_psef_protein,zuclopenthixol,68,-10.32
model_01_psef_protein,sildenafil,71,-10.32
model_01_psef_protein,sulfinpyrazone,45,-10.32
model_01_psef_protein,evocalcet,8,-10.32
model_01_psef_protein,cypermethrin,28,-10.32
model_01_psef_protein,emamectin,10,-10.32
model_01_psef_protein,selonsertib,17,-10.32
model_01_psef_protein,omarigliptin,80,-10.31
model_01_psef_protein,pacritinib,39,-10.31
model_01_psef_protein,acebilustat,68,-10.31
model_01_psef_protein,ibrutinib,50,-10.31
model_01_psef_protein,BRD7389,46,-10.31
model_01_psef_protein,bacitracin,18,-10.31
model_01_psef_protein,ICI-199441,76,-10.31
model_01_psef_protein,Gue-1654,31,-10.31
model_01_psef_protein,ML365,40,-10.31
model_01_psef_protein,7-hydroxystaurosporine,45,-10.31
model_01_psef_protein,YIL-781,2,-10.31
model_01_psef_protein,GSK690693,17,-10.31
model_01_psef_protein,mitapivat,76,-10.31
model_01_psef_protein,N-benzylnaltrindole,92,-10.3
model_01_psef_protein,benzoquinonium-dibromide,46,-10.3
model_01_psef_protein,halofantrine,24,-10.3
model_01_psef_protein,fulvestrant,83,-10.3
model_01_psef_protein,AZD3463,7,-10.3
model_01_psef_protein,FK-33-824,34,-10.3
model_01_psef_protein,JNJ-47965567,57,-10.3
model_01_psef_protein,RU-SKI-43,77,-10.3
model_01_psef_protein,PAC-1,12,-10.3
model_01_psef_protein,NVP-BGJ398,50,-10.29
model_01_psef_protein,alfacalcidol,90,-10.29
model_01_psef_protein,filanesib,74,-10.28
model_01_psef_protein,sirtinol,45,-10.28
model_01_psef_protein,3'-fluorobenzylspiperone,71,-10.28
model_01_psef_protein,iodipamide,66,-10.28
model_01_psef_protein,YO-01027,47,-10.28
model_01_psef_protein,cefpiramide,38,-10.28
model_01_psef_protein,INCB-3284,26,-10.28
model_01_psef_protein,rimcazole,6,-10.28
model_01_psef_protein,T-1095,26,-10.28
model_01_psef_protein,lucitanib,39,-10.28
model_01_psef_protein,lumacaftor,10,-10.28
model_01_psef_protein,aclidinium,83,-10.27
model_01_psef_protein,VX-222,83,-10.27
model_01_psef_protein,LY2795050,96,-10.27
model_01_psef_protein,pyrintegrin,54,-10.27
model_01_psef_protein,TC-S-7005,28,-10.27
model_01_psef_protein,D-3263,88,-10.27
model_01_psef_protein,iberdomide,21,-10.27
model_01_psef_protein,GSK1070916,98,-10.27
model_01_psef_protein,fostamatinib,63,-10.27
model_01_psef_protein,PAT-1251,87,-10.27
model_01_psef_protein,BW-373U86,31,-10.27
model_01_psef_protein,AV-608,80,-10.27
model_01_psef_protein,KW-2478,61,-10.27
model_01_psef_protein,brexpiprazole,7,-10.26
model_01_psef_protein,meclizine,18,-10.26
model_01_psef_protein,exo-IWR-1,78,-10.26
model_01_psef_protein,ponatinib,9,-10.26
model_01_psef_protein,R406,72,-10.26
model_01_psef_protein,OXA-06,18,-10.26
model_01_psef_protein,XL147,79,-10.26
model_01_psef_protein,salubrinal,30,-10.25
model_01_psef_protein,bedaquiline,43,-10.25
model_01_psef_protein,G-749,85,-10.25
model_01_psef_protein,BMS-754807,48,-10.25
model_01_psef_protein,daunorubicin,76,-10.25
model_01_psef_protein,VER-155008,12,-10.25
model_01_psef_protein,TP-3654,28,-10.25
model_01_psef_protein,darunavir,47,-10.25
model_01_psef_protein,cilostazol,19,-10.25
model_01_psef_protein,PCI-27483,87,-10.24
model_01_psef_protein,ercalcitriol,48,-10.24
model_01_psef_protein,NPS-2143,49,-10.24
model_01_psef_protein,MI-14,85,-10.24
model_01_psef_protein,ML228,44,-10.24
model_01_psef_protein,sudan-IV,93,-10.24
model_01_psef_protein,nicodicosapent,2,-10.24
model_01_psef_protein,IPI549,39,-10.24
model_01_psef_protein,ornipressin,72,-10.24
model_01_psef_protein,ritanserin,8,-10.23
model_01_psef_protein,bictegravir,11,-10.23
model_01_psef_protein,NAB-2,2,-10.23
model_01_psef_protein,adatanserin,5,-10.23
model_01_psef_protein,CCG-63802,79,-10.23
model_01_psef_protein,talmapimod,40,-10.22
model_01_psef_protein,capadenoson,44,-10.22
model_01_psef_protein,EPZ004777,65,-10.22
model_01_psef_protein,VE-822,10,-10.22
model_01_psef_protein,relugolix,5,-10.22
model_01_psef_protein,stemregenin-1,100,-10.22
model_01_psef_protein,BP-897,18,-10.22
model_01_psef_protein,fenebrutinib,80,-10.22
model_01_psef_protein,A-7,89,-10.22
model_01_psef_protein,CPI-360,62,-10.21
model_01_psef_protein,Mps1-IN-1,45,-10.21
model_01_psef_protein,CUDC-907,81,-10.21
model_01_psef_protein,doxercalciferol,88,-10.21
model_01_psef_protein,BAY-1436032,22,-10.21
model_01_psef_protein,DQP-1105,31,-10.21
model_01_psef_protein,amuvatinib,29,-10.21
model_01_psef_protein,CGP-74514,58,-10.21
model_01_psef_protein,erythrosine,41,-10.21
model_01_psef_protein,flunarizine,56,-10.2
model_01_psef_protein,pivampicillin,63,-10.2
model_01_psef_protein,mivacurium,39,-10.2
model_01_psef_protein,moxidectin,11,-10.2
model_01_psef_protein,lirimilast,89,-10.2
model_01_psef_protein,ormeloxifene,50,-10.2
model_01_psef_protein,pimavanserin,31,-10.2
model_01_psef_protein,perospirone,9,-10.2
model_01_psef_protein,nicergoline,1,-10.2
model_01_psef_protein,pemafibrate,22,-10.2
model_01_psef_protein,AZ5104,18,-10.2
model_01_psef_protein,methylbenzethonium-chloride,71,-10.2
model_01_psef_protein,ZK-93423,39,-10.19
model_01_psef_protein,pancuronium,68,-10.19
model_01_psef_protein,indacaterol,80,-10.19
model_01_psef_protein,firsocostat,5,-10.19
model_01_psef_protein,BS-181,26,-10.19
model_01_psef_protein,azilsartan,4,-10.19
model_01_psef_protein,CCT-031374,81,-10.19
model_01_psef_protein,SR-3576,82,-10.19
model_01_psef_protein,JZL-195,5,-10.19
model_01_psef_protein,iododexetimide,14,-10.19
model_01_psef_protein,ML277,59,-10.18
model_01_psef_protein,argatroban,73,-10.18
model_01_psef_protein,rociletinib,56,-10.18
model_01_psef_protein,CTS-1027,75,-10.18
model_01_psef_protein,omadacycline,78,-10.18
model_01_psef_protein,MK-5108,20,-10.18
model_01_psef_protein,etrasimod,50,-10.18
model_01_psef_protein,tylosin,90,-10.18
model_01_psef_protein,ETP-46464,89,-10.18
model_01_psef_protein,ethanolamine-oleate,2,-10.18
model_01_psef_protein,icariin,59,-10.17
model_01_psef_protein,pelitinib,42,-10.17
model_01_psef_protein,topotecan,18,-10.17
model_01_psef_protein,latanoprost,78,-10.17
model_01_psef_protein,PF-431396,48,-10.17
model_01_psef_protein,volasertib,97,-10.17
model_01_psef_protein,pinaverium,46,-10.17
model_01_psef_protein,Gln-1062,1,-10.17
model_01_psef_protein,AZD8835,76,-10.16
model_01_psef_protein,reversine,30,-10.16
model_01_psef_protein,PD-161570,69,-10.16
model_01_psef_protein,NCX-1015,28,-10.16
model_01_psef_protein,cepharanthine,32,-10.16
model_01_psef_protein,nicardipine,6,-10.16
model_01_psef_protein,lumateperone,49,-10.15
model_01_psef_protein,tacalcitol,100,-10.15
model_01_psef_protein,poziotinib,52,-10.15
model_01_psef_protein,RS-17053,33,-10.15
model_01_psef_protein,RTA-408,95,-10.15
model_01_psef_protein,alisertib,32,-10.15
model_01_psef_protein,OT-R-antagonist-1,6,-10.15
model_01_psef_protein,EMD-53998,64,-10.15
model_01_psef_protein,natamycin,46,-10.14
model_01_psef_protein,SGX523,77,-10.14
model_01_psef_protein,crizotinib,72,-10.14
model_01_psef_protein,olmesartan,11,-10.14
model_01_psef_protein,tozasertib,26,-10.14
model_01_psef_protein,norethisterone-enanthate,22,-10.14
model_01_psef_protein,TAK-285,90,-10.14
model_01_psef_protein,vinblastine,34,-10.14
model_01_psef_protein,barasertib-HQPA,62,-10.13
model_01_psef_protein,pavinetant,48,-10.13
model_01_psef_protein,AZD5991,4,-10.13
model_01_psef_protein,CD-437,13,-10.13
model_01_psef_protein,calcitriol,9,-10.13
model_01_psef_protein,WZ4003,60,-10.13
model_01_psef_protein,PF-4981517,63,-10.13
model_01_psef_protein,ONO-4059,39,-10.13
model_01_psef_protein,SB-258585,88,-10.13
model_01_psef_protein,nor-binaltorphimine,4,-10.13
model_01_psef_protein,solamargine,24,-10.13
model_01_psef_protein,GW-311616,93,-10.12
model_01_psef_protein,A0001,19,-10.12
model_01_psef_protein,go-6983,39,-10.12
model_01_psef_protein,acetophenazine,64,-10.12
model_01_psef_protein,4BP-TQS,80,-10.12
model_01_psef_protein,BMS-207940,91,-10.12
model_01_psef_protein,spiradoline,6,-10.12
model_01_psef_protein,CCT128930,8,-10.11
model_01_psef_protein,JW-74,74,-10.11
model_01_psef_protein,NSC-23766,98,-10.11
model_01_psef_protein,aclarubicin,16,-10.11
model_01_psef_protein,LX7101,19,-10.11
model_01_psef_protein,hexetidine,70,-10.11
model_01_psef_protein,CXD101,45,-10.11
model_01_psef_protein,AZD4573,74,-10.11
model_01_psef_protein,EGF816,27,-10.11
model_01_psef_protein,teniposide,51,-10.1
model_01_psef_protein,CCT196969,14,-10.1
model_01_psef_protein,dixyrazine,22,-10.1
model_01_psef_protein,apafant,48,-10.1
model_01_psef_protein,JNJ-38877618,1,-10.1
model_01_psef_protein,dynole-34-2,80,-10.1
model_01_psef_protein,carmoxirole,16,-10.1
model_01_psef_protein,PF-4191834,27,-10.1
model_01_psef_protein,zolantidine,48,-10.1
model_01_psef_protein,ABT-072,19,-10.1
model_01_psef_protein,amibegron,94,-10.1
model_01_psef_protein,HLCL-61,81,-10.09
model_01_psef_protein,xaliproden,75,-10.09
model_01_psef_protein,NVP-TNKS656,56,-10.09
model_01_psef_protein,taltobulin,6,-10.09
model_01_psef_protein,ledipasvir,62,-10.09
model_01_psef_protein,UNC0224,85,-10.08
model_01_psef_protein,SX-011,1,-10.08
model_01_psef_protein,IDF-11774,79,-10.08
model_01_psef_protein,ki16198,83,-10.08
model_01_psef_protein,donitriptan,29,-10.08
model_01_psef_protein,RS-504393,90,-10.08
model_01_psef_protein,cinalukast,61,-10.08
model_01_psef_protein,WEHI-345-analog,21,-10.08
model_01_psef_protein,vilazodone,59,-10.08
model_01_psef_protein,BLU9931,56,-10.08
model_01_psef_protein,SR-2640,96,-10.07
model_01_psef_protein,AMG-487,43,-10.07
model_01_psef_protein,SirReal-2,35,-10.07
model_01_psef_protein,narasin,90,-10.07
model_01_psef_protein,I-BRD9,92,-10.07
model_01_psef_protein,trap-101,8,-10.07
model_01_psef_protein,elacestrant,16,-10.07
model_01_psef_protein,glasdegib,3,-10.06
model_01_psef_protein,ganoderic-acid-a,70,-10.06
model_01_psef_protein,paricalcitol,94,-10.06
model_01_psef_protein,LY2109761,88,-10.06
model_01_psef_protein,epothilone-D,35,-10.06
model_01_psef_protein,netupitant,96,-10.06
model_01_psef_protein,metergoline,88,-10.06
model_01_psef_protein,FRAX486,90,-10.06
